"","Year","President","Sentences"
"2001",2019,"Ramaphosa","Government must create an enabling environment, use public resources wisely and invest in developing the country’s human potential.  "
"2002",2019,"Ramaphosa","We would like business to consider the country’s national strategic objectives and social considerations in their decisions and actions.  "
"2003",2019,"Ramaphosa","We agree that labour should advance the interests of workers while, at the same time, promoting the sustainability of businesses and the creation of jobs.  "
"2004",2019,"Ramaphosa","Civil society needs to continue to play its role in holding government to account but must also join us in practical actions to attain our common goals.  "
"2005",2019,"Ramaphosa","We look to the parties in this Parliament to be a vital part of this partnership, lending support, insights and coming up with tangible solutions and efforts to promote the national interest.  "
"2006",2019,"Ramaphosa","This social compact requires a contribution from everyone.  "
"2007",2019,"Ramaphosa","It will also need sacrifices and trade-offs.  "
"2008",2019,"Ramaphosa","It is upon the conduct of each that the fate of all depends.  "
"2009",2019,"Ramaphosa","If we are to reinvigorate the implementation of the NDP, we must cast our sights on the broadest of horizons.  "
"2010",2019,"Ramaphosa","We want a South Africa wherein all enjoy comfort and prosperity.  "
"2011",2019,"Ramaphosa","But we also want a South Africa where we will stretch our capacities to the fullest as we advance along the super highway of progress.  "
"2012",2019,"Ramaphosa","We want a South Africa that has prioritised its rail networks, and is producing high-speed trains connecting our megacities and the remotest areas of our country.  "
"2013",2019,"Ramaphosa","We should imagine a country where bullet trains pass through Johannesburg as they travel from here to Musina, and they stop in Buffalo City on their way from eThekwini back here in Cape Town.  "
"2014",2019,"Ramaphosa","We want a South Africa with a high-tech economy where advances in e-health, robotics and remote medicine are applied as we roll out the NHI.  "
"2015",2019,"Ramaphosa","What type of South Africa do we want?  "
"2016",2019,"Ramaphosa","We want a South Africa that doesn’t simply export its raw materials but has become a manufacturing hub for key components used in electronics, in automobiles and in computers.  "
"2017",2019,"Ramaphosa","We must be a country that can feed itself and that harnesses the latest advances in smart agriculture.  "
"2018",2019,"Ramaphosa","I dream of a South Africa where the first entirely new city built in the democratic era rises, with skyscrapers, schools, universities, hospitals and factories.  "
"2019",2019,"Ramaphosa","This dream that I have has been fuelled by my conversations with four wonderful people: Dr Nkosazana Dlamini Zuma, Dr Naledi Pandor, Ms Jessie Duarte and President Xi Jinping of China, whose account of how China is building a new city 100 kilometres from Beijing has helped to consolidate my dream.  "
"2020",2019,"Ramaphosa","This is a dream we can all share and participate in building.  "
"2021",2019,"Ramaphosa","We have not built a new city in 25 years of democracy.  "
"2022",2019,"Ramaphosa","Seventy-five percent of South Africans are going to be living in the urban areas by 2030.  "
"2023",2019,"Ramaphosa","The cities of Johannesburg, Tshwane, Cape Town and eThekwini are running out of space to accommodate all those who throng to the cities.  "
"2024",2019,"Ramaphosa","Has the time not arrived for us to be bold and reach beyond ourselves and do what may seem impossible?  "
"2025",2019,"Ramaphosa","Has the time not arrived to build a new smart city founded on the technologies of the Fourth Industrial Revolution?  "
"2026",2019,"Ramaphosa","I would like to invite South Africans to begin imaging this prospect.  "
"2027",2019,"Ramaphosa","We are the South African nation that, with its Constitution, gives hope to the hopeless, rights to the dispossessed and marginalised, and comfort and security to its men, women and children.  "
"2028",2019,"Ramaphosa","Though we may have faltered, we have not forgotten who we are, and what we stand for.  "
"2029",2019,"Ramaphosa","We are still that nation.  "
"2030",2019,"Ramaphosa","You may ask how I can be hopeful at such a difficult time.  "
"2031",2019,"Ramaphosa","I am hopeful because I have walked with the people of this country – the nurses and health care workers, our men and women in uniform, the teachers in our schools, the students who despite their family’s hardship are determined to succeed, and the youth who are trying to start their own businesses, to invent and create, and to rise above their circumstances.  "
"2032",2019,"Ramaphosa","It is you who give me courage, and to whom I offer courage in return.  "
"2033",2019,"Ramaphosa","Working together there is nothing we cannot be, nothing we cannot do, and nothing we cannot achieve.  "
"2034",2019,"Ramaphosa","As we enter this new era, let us take to heart the words of Ben Okri, when he says:  Will you be at the harvest, Among the gatherers of new fruits? "
"2035",2019,"Ramaphosa","Then you must begin today to remake Your mental and spiritual world, And join the warriors and celebrants Of freedom, realizers of great dreams. "
"2036",2019,"Ramaphosa","You can’t remake the world Without remaking yourself. "
"2037",2019,"Ramaphosa","Each new era begins within. "
"2038",2019,"Ramaphosa","It is an inward event, With unsuspected possibilities For inner liberation.  "
"2039",2019,"Ramaphosa","We could use it to turn on Our inward lights. "
"2040",2019,"Ramaphosa","We could use it to use even the dark And negative things positively. "
"2041",2019,"Ramaphosa","We could use the new era To clean our eyes, To see the world differently, To see ourselves more clearly. "
"2042",2019,"Ramaphosa","Only free people can make a free world. "
"2043",2019,"Ramaphosa","Infect the world with your light. "
"2044",2019,"Ramaphosa","Help fulfil the golden prophecies. "
"2045",2019,"Ramaphosa","Press forward the human genius. "
"2046",2019,"Ramaphosa","Our future is greater than our past.  "
"2047",2019,"Ramaphosa","I thank you."
"2048",2018,"Ramaphosa"," Speaker of the National Assembly, Ms Baleka Mbete, Chairperson of the National Council of Provinces, Ms Thandi Modise, Deputy Speaker of the National Assembly and Deputy Chairperson of the NCOP, Former President Thabo Mbeki, Former Deputy President FW de Klerk, Chief Justice Mogoeng Mogoeng and all esteemed members of the judiciary, Ministers and Deputy Ministers, Premiers and Speakers of Provincial Legislatures, Chairperson of SALGA and all Executive Mayors present, The Heads of Chapter 9 Institutions, Chairperson of the National House of Traditional Leaders, Leaders of faith based organisations, Former Speaker Dr Frene Ginwala, Former Speaker Mr Max Sisulu, Invited Guests Veterans of the struggle for liberation, Members of the Diplomatic Corps, Honourable members, Fellow South Africans,  It is a great honour and privilege to deliver this State of the Nation Address.  "
"2049",2018,"Ramaphosa","This Address should have been delivered last week, but was delayed so that we could properly manage issues of political transition.  "
"2050",2018,"Ramaphosa","I wish to thank Honourable Members and the people of South Africa for their patience and forbearance.  "
"2051",2018,"Ramaphosa","I also wish to extend a word of gratitude to former President Jacob Zuma for the manner in which he approached this difficult and sensitive process.  "
"2052",2018,"Ramaphosa","I wish to thank him for his service to the nation during his two terms as President of the Republic, during which the country made significant progress in several areas of development.  "
"2053",2018,"Ramaphosa","Fellow South Africans,  In just over 150 days from now, the peoples of the world will unite in celebrating the 100th anniversary of the birth of Nelson Rolihlahla Mandela.  "
"2054",2018,"Ramaphosa","It is a day on which we, as South Africans, will remember the life of one of the most remarkable leaders this country and this continent – and indeed, the world – has known.  "
"2055",2018,"Ramaphosa","We will recount Madiba’s long walk to freedom, his wisdom, his unfailing humility, his abiding compassion and his essential integrity.  "
"2056",2018,"Ramaphosa","We have dedicated this year to his memory and we will devote our every action, every effort, every utterance to the realisation of his vision of a democratic, just and equitable society.  "
"2057",2018,"Ramaphosa","Guided by his example, we will use this year to reinforce our commitment to ethical behaviour and ethical leadership.  "
"2058",2018,"Ramaphosa","In celebrating the centenary of Nelson Mandela we are not merely honouring the past, we are building the future.  "
"2059",2018,"Ramaphosa","We are continuing the long walk he began, to build a society in which all may be free, in which all may be equal before the law and in which all may share in the wealth of our land and have a better life.  "
"2060",2018,"Ramaphosa","We are building a country where a person’s prospects are determined by their own initiative and hard work, and not by the colour of their skin, place of birth, gender, language or income of their parents.  "
"2061",2018,"Ramaphosa","This year, we also celebrate the centenary of another giant of our struggle, Albertina Nontsikelelo Sisulu.  "
"2062",2018,"Ramaphosa","Through her remarkable life and outstanding contribution, she defined what it means to be a freedom fighter, a leader and a diligent and disciplined servant of the people.  "
"2063",2018,"Ramaphosa","Through her leadership, she embodied the fundamental link between national liberation and gender emancipation.  "
"2064",2018,"Ramaphosa","As we mark her centenary, we reaffirm that no liberation can be complete and no nation can be free until its women are free.  "
"2065",2018,"Ramaphosa","We honour this son and this daughter of the African soil in a year of change, in a year of renewal, in a year of hope.  "
"2066",2018,"Ramaphosa","We honour them not only in word, but, more importantly, in direct action towards the achievement of their shared vision of a better society.  "
"2067",2018,"Ramaphosa","We should honour Madiba by putting behind us the era of discord, disunity and disillusionment.  "
"2068",2018,"Ramaphosa","We should put behind us the era of diminishing trust in public institutions and weakened confidence in leaders.  "
"2069",2018,"Ramaphosa","We should put all the negativity that has dogged our country behind us because a new dawn is upon us.  "
"2070",2018,"Ramaphosa","It is a new dawn that is inspired by our collective memory of Nelson Mandela and the changes that are unfolding.  "
"2071",2018,"Ramaphosa","As we rid our minds of all negativity, we should reaffirm our belief that South Africa belongs to all who live in it.  "
"2072",2018,"Ramaphosa","For though we are a diverse people, we are one nation.  "
"2073",2018,"Ramaphosa","There are 57 million of us, each with different histories, languages, cultures, experiences, views and interests.  "
"2074",2018,"Ramaphosa","Yet we are bound together by a common destiny.  "
"2075",2018,"Ramaphosa","For this, we owe much to our forebearers – people like Pixley ka Seme, Charlotte Maxeke and Chief Albert Luthuli – who understood the necessity of the unity and harmony of all the people of this great land.  "
"2076",2018,"Ramaphosa","We are a nation at one.  "
"2077",2018,"Ramaphosa","We are one people, committed to work together to find jobs for our youth; to build factories and roads, houses and clinics; to prepare our children for a world of change and progress; to build cities and towns where families may be safe, productive and content.  "
"2078",2018,"Ramaphosa","We are determined to build a society defined by decency and integrity, that does not tolerate the plunder of public resources, nor the theft by corporate criminals of the hard-earned savings of ordinary people.  "
"2079",2018,"Ramaphosa","While there are many issues on which we may differ, on these fundamental matters, we are at one.  "
"2080",2018,"Ramaphosa","We know that there is still a lot that divides us.  "
"2081",2018,"Ramaphosa","We remain a highly unequal society, in which poverty and prosperity are still defined by race and gender.  "
"2082",2018,"Ramaphosa","We have been given the responsibility to build a new nation, to confront the injustices of the past and the inequalities of the present.  "
"2083",2018,"Ramaphosa","We are called upon to do so under difficult conditions.  "
"2084",2018,"Ramaphosa","The state we are in as a nation is that while poverty declined significantly following the democratic breakthrough of 1994, we have seen reverses in recent years.  "
"2085",2018,"Ramaphosa","Poverty levels rose in 2015, unemployment has gone up and inequality has persisted.  "
"2086",2018,"Ramaphosa","For several years our economy has not grown at the pace needed to create enough jobs or lift our people out of poverty.  "
"2087",2018,"Ramaphosa","Public finances have been constrained, limiting the ability of government to expand its investment in economic and social development.  "
"2088",2018,"Ramaphosa","Despite these challenging conditions, we have managed – working together – to achieve progress in improving the lives of our people.  "
"2089",2018,"Ramaphosa","Even under conditions of weak growth, our economy has created jobs, but not at the pace required to absorb new entrants into the labour market.  "
"2090",2018,"Ramaphosa","This means that as we pursue higher levels of economic growth and investment, we need to take additional measures to reduce poverty and meet the needs of the unemployed.  "
"2091",2018,"Ramaphosa","Since the start of the current Parliament, our public employment programmes have created more than 3.2 million work opportunities.  "
"2092",2018,"Ramaphosa","In the context of widespread unemployment, they continue to provide much needed income, work experience and training.  "
"2093",2018,"Ramaphosa","We have taken measures to reduce the cost of living, especially for the poor.  "
"2094",2018,"Ramaphosa","Government’s free basic services programme currently supports more than 3.5 million indigent households.  "
"2095",2018,"Ramaphosa","More than 17 million social grants are paid each month, benefiting nearly a third of the population.  "
"2096",2018,"Ramaphosa","We know, however, that if we are to break the cycle of poverty, we need to educate the children of the poor.  "
"2097",2018,"Ramaphosa","We have insisted that this should start in early childhood.  "
"2098",2018,"Ramaphosa","Today we have nearly a million children in early childhood development facilities.  "
"2099",2018,"Ramaphosa","We are seeing improvements in the outcomes of our basic education system.  "
"2100",2018,"Ramaphosa","The matric pass rate increased from 60.6 percent in 2009 to 75.1 percent last year.  "
"2101",2018,"Ramaphosa","There are currently almost a million students enrolled in higher education, up from just over 500,000 in 1994.                                                                           "
"2102",2018,"Ramaphosa","As we enter a new era, we are determined to build on these achievements, confront the challenges we face and accelerate progress in building a more prosperous and equitable society.  "
"2103",2018,"Ramaphosa","We have seen a moderate recovery in our economy and a broader, sustained recovery in the global economy.  "
"2104",2018,"Ramaphosa","Commodity prices have improved, the stock market has risen, the rand has strengthened and there are early indications that investor confidence is on the rise.  "
"2105",2018,"Ramaphosa","We have taken decisive measures to address concerns about political instability and are committed to ensure policy certainty and consistency.  "
"2106",2018,"Ramaphosa","There is a greater sense of optimism among our people.  "
"2107",2018,"Ramaphosa","Our people are hopeful about the future.  "
"2108",2018,"Ramaphosa","Business confidence among South African companies has improved and foreign investors are looking anew at opportunities in our country.  "
"2109",2018,"Ramaphosa","Some financial institutions have identified South Africa as one of the hot emerging markets for 2018.  "
"2110",2018,"Ramaphosa","Our task, as South Africans, is to seize this moment of hope and renewal, and to work together to ensure that it makes a meaningful difference in the lives of our people.  "
"2111",2018,"Ramaphosa","This year, we will be initiating measures to set the country on a new path of growth, employment and transformation.  "
"2112",2018,"Ramaphosa","We will do this by getting social partners in our country to collaborate in building a social compact on which we will create drivers of economic recovery.  "
"2113",2018,"Ramaphosa","We have to build further on the collaboration with business and labour to restore confidence and prevent an investment downgrade.  "
"2114",2018,"Ramaphosa","Tough decisions have to be made to close our fiscal gap, stabilise our debt and restore our state-owned enterprises to health.  "
"2115",2018,"Ramaphosa","At the centre of our national agenda in 2018 is the creation of jobs, especially for the youth.  "
"2116",2018,"Ramaphosa","We are going to embark on a number of measures to address the unemployment challenge.  "
"2117",2018,"Ramaphosa","One of the initiatives will be to convene a Jobs Summit within the next few months to align the efforts of every sector and every stakeholder behind the imperative of job creation.  "
"2118",2018,"Ramaphosa","The summit will look at what we need to do to ensure our economy grows and becomes more productive, that companies invest on a far greater scale, that workers are better equipped, and that our economic infrastructure is expanded.  "
"2119",2018,"Ramaphosa","We will expect this summit to come up with practical solutions and initiatives that will be implemented immediately.  "
"2120",2018,"Ramaphosa","We will make a major push this year to encourage significant new investment in our economy.  "
"2121",2018,"Ramaphosa","To this end, we will organise an Investment Conference in the next three months, targeting both domestic and international investors, to market the compelling investment opportunities to be found in our country.  "
"2122",2018,"Ramaphosa","We are going to address the decline over many years of our manufacturing capacity, which has deeply affected employment and exports.  "
"2123",2018,"Ramaphosa","We will seek to re-industrialise on a scale and at a pace that draws millions of job seekers into the economy.  "
"2124",2018,"Ramaphosa","We are going to promote greater investment in key manufacturing sectors through the strategic use of incentives and other measures.  "
"2125",2018,"Ramaphosa","To further stimulate manufacturing, we will forge ahead with the localisation programme, through which products like textile, clothing, furniture, rail rolling stock and water meters are designated for local procurement.  "
"2126",2018,"Ramaphosa","We have already spent more than R57 billion on locally-produced goods that may have been imported from other countries.  "
"2127",2018,"Ramaphosa","Special economic zones remain important instruments we will use to attract strategic foreign and domestic direct investment and build targeted industrial capabilities and establish new industrial hubs.  "
"2128",2018,"Ramaphosa","The process of industrialisation must be underpinned by transformation.  "
"2129",2018,"Ramaphosa","Through measures like preferential procurement and the black industrialists programme, we are developing a new generation of black and women producers that are able to build enterprises of significant scale and capability.  "
"2130",2018,"Ramaphosa","We will improve our capacity to support black professionals, deal decisively with companies that resist transformation, use competition policy to open markets up to new black entrants, and invest in the development of businesses in townships and rural areas.  "
"2131",2018,"Ramaphosa","Radical economic transformation requires that we fundamentally improve the position of black women and communities in the economy, ensuring that they are owners, managers, producers and financiers.  "
"2132",2018,"Ramaphosa","Our most grave and most pressing challenge is youth unemployment.  "
"2133",2018,"Ramaphosa","It is therefore a matter of great urgency that we draw young people in far greater numbers into productive economic activity.  "
"2134",2018,"Ramaphosa","Young South Africans will be moved to the centre of our economic agenda.  "
"2135",2018,"Ramaphosa","They are already forming a greater proportion of the labour force on our infrastructure projects and are the primary beneficiaries of programmes such as the installation of solar water heaters and the war on leaks.  "
"2136",2018,"Ramaphosa","We continue to draw young people in far greater numbers into productive economic activity through programmes such as the Employment Tax Incentive.  "
"2137",2018,"Ramaphosa","Working in partnership with business, organised labour and community representatives, we are creating opportunities for young people to be exposed to the world of work through internships, apprenticeships, mentorship and entrepreneurship.  "
"2138",2018,"Ramaphosa","Next month, we will launch the Youth Employment Service initiative, which will place unemployed youth in paid internships in companies across the economy.  "
"2139",2018,"Ramaphosa","Together with our partners in business, we have agreed to create a million such internships in the next three years.  "
"2140",2018,"Ramaphosa","If we are to respond effectively to the needs of youth, it is essential that young people articulate their views and are able to engage with government at the highest level.  "
"2141",2018,"Ramaphosa","I will therefore be establishing a Youth Working Group that is representative of all young South Africans to ensure that our policies and programmes advance their interests.  "
"2142",2018,"Ramaphosa","Infrastructure investment is key to our efforts to grow the economy, create jobs, empower small businesses and provide services to our people.  "
"2143",2018,"Ramaphosa","We have invested heavily in new roads, power stations, schools and other infrastructure.  "
"2144",2018,"Ramaphosa","As some of our projects are taking time to get off the ground and to enhance our efforts, I will assemble a team to speed up implementation of new projects, particularly water projects, health facilities and road maintenance.  "
"2145",2018,"Ramaphosa","We have learnt some valuable lessons from our experience in building all the new infrastructure, which will inform our way ahead.  "
"2146",2018,"Ramaphosa","We will focus on improvements in our budget and monitoring systems, improve the integration of projects and build a broad compact on infrastructure with business and organised labour.  "
"2147",2018,"Ramaphosa","Mining is another area that has massive unrealised potential for growth and job creation is mining.  "
"2148",2018,"Ramaphosa","We need to see mining as a sunrise industry.  "
"2149",2018,"Ramaphosa","With the revival in commodity prices, we are determined to work with mining companies, unions and communities to grow the sector, attract new investment, create jobs and set the industry on a new path of transformation and sustainability.  "
"2150",2018,"Ramaphosa","This year, we will intensify engagements with all stakeholders on the Mining Charter to ensure that it is truly an effective instrument to sustainably transform the face of mining in South Africa.  "
"2151",2018,"Ramaphosa","By working together, in a genuine partnership, underscored by trust and a shared vision, I am certain we will be able to resolve the current impasse and agree on a Charter that both accelerates transformation and grows this vital sector of our economy.  "
"2152",2018,"Ramaphosa","Processing of the MPRDA Amendment Bill through both houses of parliament is at an advanced stage, with an indication by Parliament that the Bill will reasonably be finalised during the first quarter of 2018.  "
"2153",2018,"Ramaphosa","The Bill, once enacted into law, will entrench existing regulatory certainty, provide for security of tenure and advance the socio-economic interests of all South Africans.  "
"2154",2018,"Ramaphosa","We are extremely concerned about the rise in mining fatalities last year.  "
"2155",2018,"Ramaphosa","We call on mining companies to work together with all stakeholders to ensure that mine accidents are dramatically reduced.  "
"2156",2018,"Ramaphosa","One mining fatality is one too many.  "
"2157",2018,"Ramaphosa","Fellow South Africans,  Ultimately, the growth of our economy will be sustained by small businesses, as is the case in many countries.  "
"2158",2018,"Ramaphosa","It is our shared responsibility to grow this vital sector of the economy.  "
"2159",2018,"Ramaphosa","We will work with our social partners to build a small business support ecosystem that assists, nourishes and promotes entrepreneurs.  "
"2160",2018,"Ramaphosa","Government will honour its undertaking to set aside at least 30 percent of public procurement to SMMEs, cooperatives and township and rural enterprises.  "
"2161",2018,"Ramaphosa","We will continue to invest in small business incubation.  "
"2162",2018,"Ramaphosa","We encourage business to do the same.  "
"2163",2018,"Ramaphosa","The establishment through the CEOs Initiative of a small business fund – which currently stands at R1.5 billion – is an outstanding example of the role that the private sector can play.  "
"2164",2018,"Ramaphosa","Government is finalising a small business and innovation fund targeted at start-ups.  "
"2165",2018,"Ramaphosa","We will reduce the regulatory barriers for small businesses.  "
"2166",2018,"Ramaphosa","We are also working to expand economic opportunities for people with disabilities.  "
"2167",2018,"Ramaphosa","Among other things, the Small Enterprise Finance Agency – SEFA – has launched a scheme to develop and fund entrepreneurs with disabilities called the Amavulandlela Funding Scheme.  "
"2168",2018,"Ramaphosa","Agriculture presents one of the greatest opportunities to significantly grow our economy and create jobs.  "
"2169",2018,"Ramaphosa","Agriculture made the largest contribution, by a significant margin, to the improved growth of our economy in the second and third quarters of 2017.  "
"2170",2018,"Ramaphosa","This year, we will take decisive action to realise the enormous economic potential of agriculture.  "
"2171",2018,"Ramaphosa","We will accelerate our land redistribution programme not only to redress a grave historical injustice, but also to bring more producers into the agricultural sector and to make more land available for cultivation.  "
"2172",2018,"Ramaphosa","We will pursue a comprehensive approach that makes effective use of all the mechanisms at our disposal.  "
"2173",2018,"Ramaphosa","Guided by the resolutions of the 54th National Conference of the governing party, this approach will include the expropriation of land without compensation.  "
"2174",2018,"Ramaphosa","We are determined that expropriation without compensation should be implemented in a way that increases agricultural production, improves food security and ensure that the land is returned to those from whom it was taken under colonialism and apartheid.  "
"2175",2018,"Ramaphosa","Government will undertake a process of consultation to determine the modalities of the implementation of this resolution.  "
"2176",2018,"Ramaphosa","We make a special call to financial institutions to be our partners in mobilising resources to accelerate the land redistribution programme as increased investment will be needed in this sector.  "
"2177",2018,"Ramaphosa","Tourism is another area which provides our country with incredible opportunities to, quite literally, shine.  "
"2178",2018,"Ramaphosa","Tourism currently sustains 700,000 direct jobs and is performing better than most other growth sectors.  "
"2179",2018,"Ramaphosa","There is no reason why it can’t double in size.  "
"2180",2018,"Ramaphosa","We have the most beautiful country in the world and the most hospitable people.  "
"2181",2018,"Ramaphosa","This year, we will enhance support for destination marketing in key tourism markets and take further measures to reduce regulatory barriers and develop emerging tourism businesses.  "
"2182",2018,"Ramaphosa","We call on all South Africans to open their homes and their hearts to the world.  "
"2183",2018,"Ramaphosa","Our prosperity as a nation depends on our ability to take full advantage rapid technological change.  "
"2184",2018,"Ramaphosa","This means that we urgently need to develop our capabilities in the areas of science, technology and innovation.  "
"2185",2018,"Ramaphosa","We will soon establish a Digital Industrial Revolution Commission, which will include the private sector and civil society, to ensure that our country is in a position to seize the opportunities and manage the challenges of rapid advances in information and communication technology.  "
"2186",2018,"Ramaphosa","The drive towards the digital industrial revolution will be underpinned by the availability of efficient networks.  "
"2187",2018,"Ramaphosa","We will finalise our engagements with the telecommunications industry and other stakeholders to ensure that the allocation of spectrum reduces barriers to entry, promotes competition and reduces the cost to consumers.  "
"2188",2018,"Ramaphosa","South Africa has acceded to the Tripartite Free Trade Area agreement, which brings together SADC, COMESA and the East African Community.  "
"2189",2018,"Ramaphosa","The free trade area will combine markets of 26 countries with a population of nearly 625 million.  "
"2190",2018,"Ramaphosa","It will open market access opportunities for South African export products, contribute to job creation and the growth of South Africa’s industrial sector.  "
"2191",2018,"Ramaphosa","Negotiations towards the Continental Free Trade Agreement are progressing at a brisk pace, and it is expected that the framework agreement could be concluded soon.  "
"2192",2018,"Ramaphosa","South Africa will this year take over the chair of the BRICS group of countries, and will give priority to the promotion of value-added trade and intra-BRICS investment into productive sectors.  "
"2193",2018,"Ramaphosa","Fellow South Africans,  On the 1st of May this year, we will introduce the first national minimum wage in South Africa.  "
"2194",2018,"Ramaphosa","This historic achievement – a realisation of one of the demands of the Freedom Charter – is expected to increase the earnings of more than six million working South Africans and improve the living conditions of households across the country.  "
"2195",2018,"Ramaphosa","The introduction of a national minimum wage was made possible by the determination of all social partners to reduce wage inequality while maintaining economic growth and employment creation.  "
"2196",2018,"Ramaphosa","It stands as another example of what is possible when South Africans engage in meaningful dialogue to resolve differences and confront challenges.  "
"2197",2018,"Ramaphosa","To ensure greater coherence and consistency in the implementation of economic policy – and to ensure that we are better equipped to respond to changing economic circumstances – I will be appointing a Presidential Economic Advisory Council.  "
"2198",2018,"Ramaphosa","It will draw on the expertise and capabilities that reside in labour, business, civil society and academia.  "
"2199",2018,"Ramaphosa","The country remains gripped by one of the most devastating droughts in a century, which has severely impacted our economy, social services and agricultural production.  "
"2200",2018,"Ramaphosa","The drought situation in the Western Cape, Eastern Cape and Northern Cape has been elevated to a national state of disaster.  "
"2201",2018,"Ramaphosa","This gives national government the authority to manage and coordinate our response nationally with support from all provinces.  "
"2202",2018,"Ramaphosa","This will ensure that we also heighten integrated measures to support the provinces that are hardest hit.  "
"2203",2018,"Ramaphosa","We are looking at activating the necessary extraordinary measures permitted under the legislation.  "
"2204",2018,"Ramaphosa","I commend the people of Cape Town and the rest of the Western Cape for diligently observing water saving measures.  "
"2205",2018,"Ramaphosa","We call on everyone in the country to use water sparingly as we are a water-scarce country that relies on this vital resource to realise our development aspirations.  "
"2206",2018,"Ramaphosa","Honourable Members,  On 16 December last year, former President Jacob Zuma announced that government would be phasing in fully subsidised free higher education and training for poor and working class South Africans over a five-year period.  "
"2207",2018,"Ramaphosa","Starting this year, free higher education and training will be available to first year students from households with a gross combined annual income of up to R350,000.  "
"2208",2018,"Ramaphosa","The Minister of Higher Education and Training will lead the implementation of this policy, while the Minister of Finance will clarify all aspects of the financing of the scheme during his Budget Speech next week.  "
"2209",2018,"Ramaphosa","In addition to promoting social justice, an investment of this scale in higher education is expected to contribute to greater economic growth, reduce poverty, reduce inequality, enhance earnings and increase the competitiveness of our economy.  "
"2210",2018,"Ramaphosa","Government will continue to invest in expanding access to quality basic education and improving the outcomes of our public schools.  "
"2211",2018,"Ramaphosa","The Funza Lushaka Bursary programme plans to award 39,500 bursaries for Initial Teacher Education over the next three years.  "
"2212",2018,"Ramaphosa","In an historic first, from the beginning of this year, all public schools have begun offering an African language.  "
"2213",2018,"Ramaphosa","Also significant is the implementation of the first National Senior Certificate examination on South African Sign Language, which will be offered to deaf learners at the end of 2018.  "
"2214",2018,"Ramaphosa","The Accelerated Schools Infrastructure Delivery Initiative programme continues to deliver modern facilities to schools in rural and underprivileged urban areas across the country, with at least 187 schools being complete to date.  "
"2215",2018,"Ramaphosa","The programme will complete all outstanding projects by the end of the next financial year.  "
"2216",2018,"Ramaphosa","Social grants remain a vital lifeline for millions of our people living in poverty.  "
"2217",2018,"Ramaphosa","We will urgently take decisive steps to comply with the all directions of the Constitutional Court.  "
"2218",2018,"Ramaphosa","I want to personally allay fears of any disruption to the efficient delivery of this critical service, and will take action to ensure no person in government is undermining implementation deadlines set by the court.  "
"2219",2018,"Ramaphosa","We will finalise work on a permanent public sector-led hybrid model, which will allow a set of public and private sector service providers to offer beneficiaries maximum choice, access and convenience.  "
"2220",2018,"Ramaphosa","This year, we will take the next critical steps to eliminate HIV from our midst.  "
"2221",2018,"Ramaphosa","By scaling up our testing and treating campaign, we will initiate an additional two million people on antiretroviral treatment by December 2020.  "
"2222",2018,"Ramaphosa","We will also need to confront lifestyles diseases such as high blood pressure, diabetes, cancers and cardiovascular diseases.  "
"2223",2018,"Ramaphosa","In the next three months we will launch a huge cancer campaign similar to the HIV counselling and testing campaign.  "
"2224",2018,"Ramaphosa","This will also involve the private sector as we need to mobilise all resources to fight this disease.  "
"2225",2018,"Ramaphosa","The time has now arrived to finally implement universal health coverage through the National Health Insurance.  "
"2226",2018,"Ramaphosa","The NHI Bill is now ready to be processed through government and will be submitted to Parliament in the next few weeks.  "
"2227",2018,"Ramaphosa","Certain NHI projects targeting the most vulnerable people in society will commence in April this year.  "
"2228",2018,"Ramaphosa","In improving the quality of life of all South Africans, we must intensify our efforts to tackle crime and build safer communities.  "
"2229",2018,"Ramaphosa","During the course of this year, the Community Policing Strategy will be implemented, with the aim of gaining the trust of the community and to secure their full involvement in the fight against crime.  "
"2230",2018,"Ramaphosa","The introduction of a Youth Crime Prevention Strategy will empower and support young people to be self-sufficient and become involved in crime fighting initiatives.  "
"2231",2018,"Ramaphosa","A key focus this year will be the distribution of resources to police station level.  "
"2232",2018,"Ramaphosa","This will include personnel and other resources, to restore capacity and experience at the level at which crime is most effectively combated.  "
"2233",2018,"Ramaphosa","In recognising the critical role that NGOs and community-based organisation play in tackling poverty, inequality and related social problems, we will convene a Social Sector Summit during the course of this year.  "
"2234",2018,"Ramaphosa","Among other things, this Summit should seek to improve the interface between the state and civil society and address the challenges that NGOs and CBOs face.  "
"2235",2018,"Ramaphosa","Fellow South Africans,  Growth, development and transformation depend on a strong and capable state.  "
"2236",2018,"Ramaphosa","It is critical that the structure and size of the state is optimally suited to meet the needs of the people and ensure the most efficient allocation of public resources.  "
"2237",2018,"Ramaphosa","We will therefore initiate a process to review the configuration, number and size of national government departments.  "
"2238",2018,"Ramaphosa","Many of our state owned enterprises are experiencing severe financial, operation and governance challenges, which has impacted on the performance of the economy and placed pressure on the fiscus.  "
"2239",2018,"Ramaphosa","We will intervene decisively to stabilise and revitalise state owned enterprises.  "
"2240",2018,"Ramaphosa","The recent action we have taken at Eskom to strengthen governance, root out corruption and restore its financial position is just the beginning.  "
"2241",2018,"Ramaphosa","Government will take further measures to ensure that all state owned companies fulfil their economic and developmental mandates.  "
"2242",2018,"Ramaphosa","We will need to confront the reality that the challenges at some of our SOEs are structural – that they do not have a sufficient revenue stream to fund their operational costs.  "
